openInterest,timestamp
16189.89,1641419100000
16283.852,1641420000000
16083.001,1641420900000
16041.894,1641421800000
16004.87,1641422700000
16021.23,1641423600000
16112.116,1641424500000
16257.721,1641425400000
16310.784,1641426300000
16322.491,1641427200000
16338.005,1641428100000
16214.722,1641429000000
16132.601,1641429900000
16209.358,1641430800000
16225.961,1641431700000
16290.244,1641432600000
16272.581,1641433500000
16207.153,1641434400000
16271.303,1641435300000
16068.066,1641436200000
16139.918,1641437100000
16177.846,1641438000000
16141.317,1641438900000
16193.909,1641439800000
16185.496,1641440700000
16361.382,1641441600000
16441.263,1641442500000
16544.68799999,1641443400000
16580.854,1641444300000
16682.978,1641445200000
16726.52899999,1641446100000
16693.557,1641447000000
16639.32,1641447900000
16659.852,1641448800000
16585.728,1641449700000
16576.397,1641450600000
16481.058,1641451500000
16570.127,1641452400000
16667.29699999,1641453300000
16698.65299999,1641454200000
16622.767,1641455100000
16561.81,1641456000000
16624.221,1641456900000
16618.751,1641457800000
16631.002,1641458700000
16655.253,1641459600000
16608.534,1641460500000
16600.078,1641461400000
16565.127,1641462300000
16431.774,1641463200000
16536.924,1641464100000
16580.04599999,1641465000000
16593.039,1641465900000
16611.394,1641466800000
16699.34899999,1641467700000
16680.782,1641468600000
16626.443,1641469500000
16727.192,1641470400000
16804.49399999,1641471300000
16756.873,1641472200000
16781.072,1641473100000
16733.215,1641474000000
16751.38,1641474900000
16857.808,1641475800000
16902.33199999,1641476700000
16934.374,1641477600000
16845.341,1641478500000
16739.346,1641479400000
16790.99,1641480300000
16601.324,1641481200000
16640.399,1641482100000
16630.592,1641483000000
16787.07,1641483900000
16785.005,1641484800000
16750.99399999,1641485700000
16751.705,1641486600000
16730.936,1641487500000
16789.393,1641488400000
16793.377,1641489300000
16816.865,1641490200000
16819.584,1641491100000
16790.088,1641492000000
16795.845,1641492900000
16781.77699999,1641493800000
16803.765,1641494700000
16604.537,1641495600000
16623.717,1641496500000
16655.949,1641497400000
16690.61,1641498300000
16644.059,1641499200000
16621.91,1641500100000
16563.25999999,1641501000000
16556.567,1641501900000
16557.397,1641502800000
16522.182,1641503700000
16512.879,1641504600000
16484.50899999,1641505500000
16473.145,1641506400000
16405.705,1641507300000
16422.02899999,1641508200000
16468.28,1641509100000
16457.122,1641510000000
16463.187,1641510900000
16454.85099999,1641511800000
16456.129,1641512700000
16478.682,1641513600000
16378.004,1641514500000
16393.359,1641515400000
16449.767,1641516300000
16517.625,1641517200000
16488.61799999,1641518100000
16555.56399999,1641519000000
16514.18799999,1641519900000
16505.908,1641520800000
16452.28,1641521700000
16451.826,1641522600000
16406.663,1641523500000
16456.012,1641524400000
16544.799,1641525300000
16737.232,1641526200000
16433.087,1641527100000
16768.839,1641528000000
17076.858,1641528900000
16690.39,1641529800000
16951.14,1641530700000
16921.47,1641531600000
16972.121,1641532500000
16987.15,1641533400000
16916.465,1641534300000
16920.997,1641535200000
16995.705,1641536100000
17106.357,1641537000000
17107.85099999,1641537900000
17097.115,1641538800000
17141.559,1641539700000
17212.90399999,1641540600000
17223.913,1641541500000
17231.823,1641542400000
17229.713,1641543300000
16353.554,1641544200000
16614.06499999,1641545100000
16680.693,1641546000000
16711.47499999,1641546900000
16687.767,1641547800000
16713.306,1641548700000
16718.701,1641549600000
16771.484,1641550500000
16777.703,1641551400000
16788.941,1641552300000
16744.702,1641553200000
16839.604,1641554100000
16888.641,1641555000000
16918.63,1641555900000
16915.427,1641556800000
16994.788,1641557700000
16939.919,1641558600000
16930.928,1641559500000
16924.177,1641560400000
16981.854,1641561300000
17007.06,1641562200000
15967.455,1641563100000
16155.413,1641564000000
16328.43,1641564900000
16436.25999999,1641565800000
16273.382,1641566700000
16415.445,1641567600000
16209.364,1641568500000
16242.946,1641569400000
16302.338,1641570300000
16548.06499999,1641571200000
16592.406,1641572100000
16455.22499999,1641573000000
16581.04499999,1641573900000
16461.12,1641574800000
16709.052,1641575700000
16612.168,1641576600000
16657.794,1641577500000
16642.25999999,1641578400000
16585.132,1641579300000
16458.719,1641580200000
16446.55,1641581100000
16493.35099999,1641582000000
16454.13399999,1641582900000
16454.834,1641583800000
16473.895,1641584700000
16516.389,1641585600000
16479.405,1641586500000
16433.185,1641587400000
16445.223,1641588300000
16469.329,1641589200000
16451.965,1641590100000
16429.83199999,1641591000000
16411.877,1641591900000
16405.18899999,1641592800000
16363.87,1641593700000
16355.961,1641594600000
16239.295,1641595500000
16232.574,1641596400000
16237.023,1641597300000
16253.64,1641598200000
16274.983,1641599100000
16241.542,1641600000000
16252.408,1641600900000
16250.572,1641601800000
16304.476,1641602700000
16345.104,1641603600000
16346.942,1641604500000
16205.222,1641605400000
16188.661,1641606300000
16209.673,1641607200000
16169.673,1641608100000
16185.362,1641609000000
16142.366,1641609900000
16147.99,1641610800000
16160.773,1641611700000
16200.36,1641612600000
16249.123,1641613500000
16252.764,1641614400000
16271.775,1641615300000
16302.846,1641616200000
16313.998,1641617100000
16307.104,1641618000000
16283.227,1641618900000
16293.984,1641619800000
16405.676,1641620700000
16430.65299999,1641621600000
16485.45799999,1641622500000
16461.417,1641623400000
16410.377,1641624300000
16424.875,1641625200000
16461.483,1641626100000
16509.07,1641627000000
16523.508,1641627900000
16472.774,1641628800000
16487.102,1641629700000
16625.196,1641630600000
16547.605,1641631500000
16595.553,1641632400000
16585.827,1641633300000
16632.432,1641634200000
16660.303,1641635100000
16745.917,1641636000000
16674.894,1641636900000
16610.89,1641637800000
16613.842,1641638700000
16520.909,1641639600000
16523.659,1641640500000
16542.947,1641641400000
16539.28,1641642300000
16527.20699999,1641643200000
16560.128,1641644100000
16590.36799999,1641645000000
16547.301,1641645900000
16597.066,1641646800000
16622.727,1641647700000
16496.72599999,1641648600000
16556.77899999,1641649500000
16604.49399999,1641650400000
16539.15199999,1641651300000
16612.004,1641652200000
16584.637,1641653100000
16561.238,1641654000000
16522.022,1641654900000
16646.952,1641655800000
16664.608,1641656700000
16705.143,1641657600000
16724.837,1641658500000
16705.809,1641659400000
16656.25,1641660300000
16688.766,1641661200000
16826.972,1641662100000
16896.062,1641663000000
17101.399,1641663900000
17201.973,1641664800000
17438.472,1641665700000
17466.191,1641666600000
17542.895,1641667500000
17500.342,1641668400000
17767.70599999,1641669300000
17744.812,1641670200000
17645.748,1641671100000
17668.915,1641672000000
17629.37,1641672900000
17724.92199999,1641673800000
17765.146,1641674700000
17795.855,1641675600000
17810.845,1641676500000
17338.24,1641677400000
16909.179,1641678300000
16790.462,1641679200000
16802.194,1641680100000
16768.656,1641681000000
16880.048,1641681900000
16800.97499999,1641682800000
16780.588,1641683700000
16730.348,1641684600000
16660.678,1641685500000
16602.316,1641686400000
16721.11699999,1641687300000
16702.916,1641688200000
16687.36699999,1641689100000
16685.498,1641690000000
16644.108,1641690900000
16641.661,1641691800000
16688.071,1641692700000
16765.865,1641693600000
16785.13399999,1641694500000
16822.407,1641695400000
16875.447,1641696300000
16953.915,1641697200000
16985.835,1641698100000
16951.88599999,1641699000000
16900.482,1641699900000
16853.304,1641700800000
16826.317,1641701700000
16827.039,1641702600000
16884.066,1641703500000
16912.61799999,1641704400000
16892.399,1641705300000
16819.248,1641706200000
16853.949,1641707100000
16831.66,1641708000000
16813.22499999,1641708900000
16867.738,1641709800000
16831.24399999,1641710700000
16819.573,1641711600000
16825.929,1641712500000
16867.413,1641713400000
16903.18799999,1641714300000
16923.091,1641715200000
16925.763,1641716100000
16953.981,1641717000000
16999.488,1641717900000
17057.643,1641718800000
17035.09899999,1641719700000
17001.66999999,1641720600000
17057.595,1641721500000
17079.539,1641722400000
17228.487,1641723300000
17342.775,1641724200000
17266.022,1641725100000
17159.324,1641726000000
17030.275,1641726900000
17068.482,1641727800000
17148.166,1641728700000
17173.663,1641729600000
17149.90299999,1641730500000
17193.035,1641731400000
17140.93899999,1641732300000
17181.858,1641733200000
17130.429,1641734100000
17067.267,1641735000000
17120.801,1641735900000
17129.197,1641736800000
17220.591,1641737700000
17218.678,1641738600000
17270.887,1641739500000
17255.613,1641740400000
17235.006,1641741300000
17098.788,1641742200000
17105.825,1641743100000
17167.50999999,1641744000000
17229.803,1641744900000
17226.816,1641745800000
17228.495,1641746700000
16992.941,1641747600000
17220.375,1641748500000
17226.231,1641749400000
17171.245,1641750300000
17017.032,1641751200000
17059.26099999,1641752100000
16983.00999999,1641753000000
17097.463,1641753900000
16999.89,1641754800000
17005.573,1641755700000
16755.325,1641756600000
16948.856,1641757500000
16860.01099999,1641758400000
16805.666,1641759300000
16924.697,1641760200000
16985.81399999,1641761100000
16993.999,1641762000000
16980.326,1641762900000
17041.43799999,1641763800000
17013.283,1641764700000
17012.893,1641765600000
16952.54,1641766500000
16975.285,1641767400000
16970.371,1641768300000
16860.023,1641769200000
16744.834,1641770100000
16816.522,1641771000000
16768.363,1641771900000
16902.526,1641772800000
16924.47,1641773700000
17041.848,1641774600000
16941.29,1641775500000
17047.217,1641776400000
17107.595,1641777300000
17137.854,1641778200000
17141.455,1641779100000
17114.24,1641780000000
17120.81399999,1641780900000
17171.436,1641781800000
17149.931,1641782700000
17210.684,1641783600000
17221.692,1641784500000
17324.566,1641785400000
17434.747,1641786300000
17446.745,1641787200000
17411.001,1641788100000
17366.079,1641789000000
17335.871,1641789900000
17386.4,1641790800000
17461.24299999,1641791700000
17474.26099999,1641792600000
17488.7,1641793500000
17452.61699999,1641794400000
17496.969,1641795300000
17424.272,1641796200000
17452.08199999,1641797100000
17490.444,1641798000000
17442.38499999,1641798900000
17396.193,1641799800000
17414.988,1641800700000
17475.22399999,1641801600000
17497.45,1641802500000
17484.048,1641803400000
17369.801,1641804300000
17265.526,1641805200000
17411.074,1641806100000
17465.571,1641807000000
17424.40399999,1641807900000
17425.248,1641808800000
17403.769,1641809700000
17365.704,1641810600000
17358.727,1641811500000
17367.722,1641812400000
17425.074,1641813300000
17516.104,1641814200000
17573.60099999,1641815100000
17726.588,1641816000000
17894.289,1641816900000
18015.262,1641817800000
18076.362,1641818700000
17959.899,1641819600000
18252.497,1641820500000
18589.482,1641821400000
18680.663,1641822300000
18909.479,1641823200000
19187.56499999,1641824100000
19141.87,1641825000000
18926.255,1641825900000
18656.52699999,1641826800000
18866.448,1641827700000
18973.418,1641828600000
18811.056,1641829500000
18894.231,1641830400000
18866.524,1641831300000
18161.268,1641832200000
18050.393,1641833100000
18172.827,1641834000000
17904.624,1641834900000
17468.893,1641835800000
17539.056,1641836700000
17441.24399999,1641837600000
17510.391,1641838500000
17539.164,1641839400000
17573.768,1641840300000
17560.733,1641841200000
17573.212,1641842100000
17484.45699999,1641843000000
17477.55,1641843900000
17445.04499999,1641844800000
17380.727,1641845700000
17420.808,1641846600000
17348.196,1641847500000
17307.42099999,1641848400000
17140.373,1641849300000
17037.38,1641850200000
17040.727,1641851100000
17091.91999999,1641852000000
17111.334,1641852900000
17073.132,1641853800000
17056.133,1641854700000
17115.809,1641855600000
17196.863,1641856500000
17218.571,1641857400000
17274.948,1641858300000
17321.637,1641859200000
17309.573,1641860100000
17269.415,1641861000000
17226.738,1641861900000
17241.151,1641862800000
17289.334,1641863700000
17283.736,1641864600000
17358.453,1641865500000
17388.945,1641866400000
17494.691,1641867300000
17499.61699999,1641868200000
17597.262,1641869100000
17691.489,1641870000000
17708.498,1641870900000
17696.20799999,1641871800000
17658.771,1641872700000
17760.491,1641873600000
17926.008,1641874500000
17988.339,1641875400000
18149.102,1641876300000
18264.86899999,1641877200000
18264.466,1641878100000
18104.566,1641879000000
18116.698,1641879900000
18125.097,1641880800000
18102.909,1641881700000
18110.596,1641882600000
18173.037,1641883500000
18090.557,1641884400000
18072.973,1641885300000
18146.43999999,1641886200000
18270.531,1641887100000
18304.473,1641888000000
18299.392,1641888900000
18325.79699999,1641889800000
18333.844,1641890700000
18360.824,1641891600000
18394.734,1641892500000
18362.10099999,1641893400000
18428.566,1641894300000
18423.089,1641895200000
18475.005,1641896100000
18285.933,1641897000000
18203.664,1641897900000
18217.222,1641898800000
18071.274,1641899700000
18138.041,1641900600000
18146.433,1641901500000
18137.334,1641902400000
18064.682,1641903300000
18086.937,1641904200000
18114.857,1641905100000
18094.83199999,1641906000000
18122.228,1641906900000
18119.40299999,1641907800000
18105.015,1641908700000
18097.084,1641909600000
18094.051,1641910500000
18082.148,1641911400000
18004.271,1641912300000
17980.682,1641913200000
18045.575,1641914100000
18091.126,1641915000000
18014.757,1641915900000
17933.594,1641916800000
18001.151,1641917700000
17953.299,1641918600000
18215.95699999,1641919500000
18368.65199999,1641920400000
18327.989,1641921300000
18118.73,1641922200000
17995.83299999,1641923100000
17916.872,1641924000000
17899.006,1641924900000
17841.161,1641925800000
17830.783,1641926700000
17900.83099999,1641927600000
17914.13599999,1641928500000
17939.178,1641929400000
17879.388,1641930300000
17687.803,1641931200000
17907.552,1641932100000
17908.862,1641933000000
17987.40199999,1641933900000
18028.718,1641934800000
17955.677,1641935700000
17955.531,1641936600000
17938.907,1641937500000
17869.024,1641938400000
17806.501,1641939300000
17820.098,1641940200000
17813.36699999,1641941100000
17823.749,1641942000000
17860.692,1641942900000
17909.865,1641943800000
17968.709,1641944700000
17906.586,1641945600000
17946.54,1641946500000
17986.985,1641947400000
17913.86699999,1641948300000
17815.49299999,1641949200000
17777.236,1641950100000
17808.405,1641951000000
17808.372,1641951900000
17814.661,1641952800000
17845.022,1641953700000
17884.291,1641954600000
17873.984,1641955500000
17765.77,1641956400000
17813.25899999,1641957300000
17831.055,1641958200000
17825.258,1641959100000
17841.732,1641960000000
17863.925,1641960900000
17799.447,1641961800000
17863.495,1641962700000
17856.541,1641963600000
17835.789,1641964500000
17800.899,1641965400000
17790.989,1641966300000
17789.488,1641967200000
17785.448,1641968100000
17823.271,1641969000000
17830.531,1641969900000
17845.202,1641970800000
17787.272,1641971700000
17757.326,1641972600000
17764.968,1641973500000
17803.238,1641974400000
17798.806,1641975300000
17796.881,1641976200000
17719.918,1641977100000
17769.34999999,1641978000000
17843.229,1641978900000
17908.48,1641979800000
17868.412,1641980700000
17820.561,1641981600000
17994.794,1641982500000
18073.453,1641983400000
18066.388,1641984300000
18089.809,1641985200000
18156.822,1641986100000
18162.182,1641987000000
18465.513,1641987900000
18593.521,1641988800000
18587.81499999,1641989700000
18544.441,1641990600000
18419.466,1641991500000
18418.223,1641992400000
18636.973,1641993300000
18498.624,1641994200000
18550.43999999,1641995100000
18143.93899999,1641996000000
18100.45599999,1641996900000
18111.763,1641997800000
18047.734,1641998700000
18046.929,1641999600000
18016.40199999,1642000500000
18036.803,1642001400000
17608.42199999,1642002300000
17634.947,1642003200000
17552.401,1642004100000
17330.61699999,1642005000000
17425.46,1642005900000
17404.52699999,1642006800000
17378.65299999,1642007700000
17328.268,1642008600000
17226.275,1642009500000
17207.559,1642010400000
17207.45699999,1642011300000
17156.591,1642012200000
17247.932,1642013100000
17230.379,1642014000000
17245.676,1642014900000
17193.86899999,1642015800000
17200.924,1642016700000
17110.344,1642017600000
17109.846,1642018500000
17133.621,1642019400000
17161.721,1642020300000
17104.168,1642021200000
17299.252,1642022100000
17202.539,1642023000000
17228.25,1642023900000
17230.788,1642024800000
17216.22399999,1642025700000
17222.90299999,1642026600000
17200.84899999,1642027500000
17278.057,1642028400000
17318.914,1642029300000
17292.27699999,1642030200000
17330.212,1642031100000
17247.31399999,1642032000000
17306.317,1642032900000
17318.963,1642033800000
17224.169,1642034700000
17220.156,1642035600000
17282.20599999,1642036500000
17287.341,1642037400000
17252.924,1642038300000
17302.919,1642039200000
17326.348,1642040100000
17343.88599999,1642041000000
17331.679,1642041900000
17348.694,1642042800000
17325.372,1642043700000
17327.61799999,1642044600000
17322.508,1642045500000
17350.915,1642046400000
17291.25,1642047300000
17298.774,1642048200000
17278.228,1642049100000
17271.02699999,1642050000000
17252.415,1642050900000
17290.169,1642051800000
17300.166,1642052700000
17249.9,1642053600000
17361.183,1642054500000
17407.787,1642055400000
17396.77,1642056300000
17372.72599999,1642057200000
17424.88,1642058100000
17506.802,1642059000000
17484.049,1642059900000
17484.72399999,1642060800000
17425.454,1642061700000
17432.025,1642062600000
17410.828,1642063500000
17432.121,1642064400000
17538.93799999,1642065300000
17437.366,1642066200000
17456.361,1642067100000
17498.34899999,1642068000000
17585.33199999,1642068900000
17683.02699999,1642069800000
17716.897,1642070700000
17688.284,1642071600000
17723.38499999,1642072500000
17627.051,1642073400000
17680.865,1642074300000
17742.951,1642075200000
17794.291,1642076100000
17853.2,1642077000000
17856.848,1642077900000
17890.38,1642078800000
17907.925,1642079700000
17894.107,1642080600000
17925.48,1642081500000
17920.95599999,1642082400000
18022.749,1642083300000
18087.99399999,1642084200000
18337.016,1642085100000
18271.645,1642086000000
18212.495,1642086900000
17985.20599999,1642087800000
17918.646,1642088700000
17940.542,1642089600000
17880.497,1642090500000
18024.08299999,1642091400000
18073.586,1642092300000
18131.04599999,1642093200000
18097.16999999,1642094100000
18064.682,1642095000000
18019.577,1642095900000
17989.025,1642096800000
18005.27899999,1642097700000
18065.202,1642098600000
18130.748,1642099500000
18242.441,1642100400000
18342.881,1642101300000
18364.67199999,1642102200000
18353.571,1642103100000
18498.35099999,1642104000000
18450.607,1642104900000
18596.287,1642105800000
18587.807,1642106700000
18595.844,1642107600000
18636.231,1642108500000
18282.04,1642109400000
18303.883,1642110300000
18246.611,1642111200000
18220.397,1642112100000
18178.843,1642113000000
